valor_aluguel,quartos,banheiros,vagas,area,bairro,tipo
4461,1,1,2,37.3,Butantã,apto
4212,2,2,1,28.8,Butantã,apto
6761,2,2,1,57.7,Moema,apto
6497,1,2,0,76.3,Itaim Bibi,casa
7629,3,2,1,32.4,Moema,apto
8028,2,2,1,65.5,Itaim Bibi,casa
5584,1,1,0,75.7,Tatuapé,kitnet
4966,3,1,0,23.3,Vila Mariana,kitnet
5492,1,2,2,54.6,Vila Mariana,apto
9239,3,2,0,92.9,Pinheiros,kitnet
6420,1,1,0,71.0,Pinheiros,apto
6194,2,2,0,22.6,Moema,apto
5946,2,1,0,73.2,Moema,apto
6302,3,2,1,45.0,Pinheiros,apto
6372,1,2,1,73.8,Moema,kitnet
5615,3,2,1,46.2,Tatuapé,apto
5862,2,2,1,58.9,Vila Mariana,kitnet
7760,1,2,1,49.2,Moema,casa
6145,2,1,2,60.1,Moema,apto
4431,3,2,0,48.7,Tatuapé,casa
7862,2,2,2,55.5,Moema,apto
6412,1,2,0,36.5,Itaim Bibi,casa
4425,2,1,2,69.8,Vila Mariana,casa
5817,2,1,1,63.5,Moema,casa
5619,1,2,1,27.7,Moema,apto
6581,1,1,0,79.9,Vila Mariana,kitnet
4965,1,1,1,63.2,Vila Mariana,apto
6922,2,2,2,75.3,Vila Mariana,casa
7627,3,2,0,66.6,Itaim Bibi,apto
5606,1,1,1,83.3,Butantã,kitnet
9047,2,2,2,54.1,Itaim Bibi,kitnet
6725,1,2,2,80.7,Butantã,apto
6551,3,2,2,62.5,Butantã,kitnet
7134,2,2,1,70.2,Moema,kitnet
8949,3,2,2,68.1,Itaim Bibi,casa
8149,3,1,0,84.8,Vila Mariana,apto
7512,2,1,2,74.4,Moema,kitnet
4827,2,2,1,47.2,Butantã,kitnet
4247,1,2,0,59.0,Butantã,kitnet
5587,2,2,1,44.8,Moema,kitnet
3454,1,1,0,39.0,Tatuapé,kitnet
6505,3,2,2,20.0,Vila Mariana,apto
7958,2,2,0,29.0,Itaim Bibi,casa
4325,1,1,1,99.7,Tatuapé,apto
5491,3,1,0,46.9,Tatuapé,apto
5958,2,2,1,68.1,Tatuapé,kitnet
4865,1,2,0,59.0,Pinheiros,casa
4448,2,1,2,30.0,Vila Mariana,kitnet
6281,2,1,2,60.1,Vila Mariana,apto
9607,3,2,1,97.8,Itaim Bibi,apto
5787,1,1,0,91.2,Pinheiros,kitnet
8498,3,2,2,65.5,Vila Mariana,casa
3490,1,1,2,37.0,Tatuapé,casa
4511,1,1,1,40.9,Itaim Bibi,casa
4209,2,1,1,42.9,Tatuapé,apto
5651,1,2,0,85.6,Butantã,kitnet
6353,2,1,1,92.6,Butantã,kitnet
6785,2,2,0,63.9,Pinheiros,kitnet
5413,1,1,1,53.9,Butantã,casa
5937,3,1,2,91.0,Tatuapé,casa
3274,1,1,1,40.4,Tatuapé,kitnet
8267,3,1,1,61.0,Pinheiros,casa
4604,3,1,2,69.3,Tatuapé,casa
7439,2,2,2,42.7,Itaim Bibi,apto
4502,1,1,0,47.3,Tatuapé,casa
7643,3,2,0,45.7,Pinheiros,casa
5278,1,1,0,88.3,Tatuapé,casa
6397,1,1,2,98.3,Butantã,apto
7636,3,2,1,62.3,Itaim Bibi,apto
7938,2,2,2,54.6,Pinheiros,kitnet
4480,3,1,1,48.0,Butantã,casa
3789,1,1,2,60.0,Butantã,casa
6580,2,2,2,49.0,Vila Mariana,casa
7247,3,1,0,58.1,Itaim Bibi,casa
8513,3,1,2,68.3,Moema,kitnet
5701,2,2,2,51.9,Tatuapé,apto
9209,3,2,0,56.2,Moema,kitnet
6836,1,1,1,56.3,Itaim Bibi,apto
4715,2,1,2,53.6,Butantã,casa
7176,1,1,2,51.2,Itaim Bibi,casa
5592,3,1,1,75.2,Butantã,kitnet
5868,3,2,1,24.6,Butantã,apto
8096,3,2,0,91.5,Pinheiros,casa
7002,3,1,1,62.7,Vila Mariana,apto
5541,1,1,1,72.2,Itaim Bibi,apto
3534,2,1,1,74.5,Tatuapé,kitnet
5074,3,1,0,45.8,Pinheiros,kitnet
7148,1,2,2,41.7,Pinheiros,casa
3362,2,1,1,39.4,Tatuapé,casa
6138,3,2,0,55.1,Tatuapé,casa
6206,2,2,1,74.0,Vila Mariana,apto
6458,3,2,1,48.3,Vila Mariana,casa
6329,2,1,0,72.2,Pinheiros,apto
5415,2,2,1,20.0,Tatuapé,kitnet
7236,2,2,2,52.3,Pinheiros,casa
6208,2,1,2,83.3,Tatuapé,apto
8435,3,1,0,56.6,Moema,casa
6796,3,1,1,43.4,Moema,kitnet
7461,1,2,1,46.9,Itaim Bibi,apto
5821,3,2,2,20.0,Tatuapé,kitnet
7705,2,1,2,39.8,Itaim Bibi,casa
7810,2,1,1,81.1,Itaim Bibi,casa
3401,1,1,0,48.3,Butantã,kitnet
6325,2,1,1,50.7,Itaim Bibi,casa
3154,2,2,0,20.0,Tatuapé,apto
6088,2,2,2,27.4,Moema,kitnet
6508,1,1,2,83.8,Vila Mariana,apto
6488,3,2,2,72.3,Tatuapé,casa
6267,2,2,1,34.1,Pinheiros,kitnet
5812,2,2,2,47.4,Butantã,casa
3935,1,2,1,59.4,Butantã,kitnet
4011,1,1,1,36.1,Pinheiros,casa
7317,3,2,2,20.0,Itaim Bibi,apto
4584,1,1,0,56.8,Pinheiros,apto
8339,3,2,2,71.5,Itaim Bibi,casa
9012,3,1,2,71.8,Pinheiros,apto
6398,2,1,1,77.5,Moema,casa
6386,3,2,0,28.9,Tatuapé,casa
8266,2,2,2,61.2,Itaim Bibi,kitnet
8128,3,1,0,54.6,Moema,apto
5342,1,1,2,58.3,Butantã,kitnet
7966,2,1,2,55.8,Itaim Bibi,casa
7233,2,2,1,46.8,Vila Mariana,casa
5934,3,1,1,20.0,Itaim Bibi,casa
7272,1,2,0,83.2,Itaim Bibi,apto
7716,3,2,1,66.6,Moema,kitnet
4453,1,2,0,30.3,Itaim Bibi,apto
4855,1,2,2,69.5,Butantã,apto
8930,2,2,1,51.1,Itaim Bibi,kitnet
5910,1,1,0,51.6,Itaim Bibi,casa
6726,2,2,2,44.6,Tatuapé,kitnet
8291,3,1,0,70.7,Vila Mariana,casa
6966,1,1,0,38.1,Moema,apto
7566,2,2,0,82.6,Tatuapé,casa
5753,2,1,0,56.4,Vila Mariana,apto
4994,1,1,0,57.1,Vila Mariana,kitnet
7651,2,2,2,73.8,Pinheiros,apto
5399,2,2,2,46.6,Butantã,kitnet
7139,3,1,2,50.6,Pinheiros,apto
6685,1,1,2,66.1,Pinheiros,apto
3503,1,2,1,29.2,Butantã,apto
4631,3,1,1,64.4,Tatuapé,apto
7737,3,2,0,44.9,Moema,casa
6859,1,1,2,77.1,Itaim Bibi,apto
6657,1,2,1,70.9,Moema,casa
6835,2,2,1,68.3,Pinheiros,casa
6838,3,2,0,27.9,Itaim Bibi,apto
6026,1,1,1,57.9,Vila Mariana,apto
3660,1,1,2,36.5,Tatuapé,apto
6706,3,1,1,59.3,Butantã,apto
4765,3,1,1,20.0,Butantã,apto
7105,3,1,2,29.2,Moema,apto
8540,3,1,0,83.8,Itaim Bibi,casa
5488,3,2,2,67.4,Tatuapé,apto
7158,1,2,2,52.9,Moema,apto
5734,1,1,1,41.8,Pinheiros,casa
6842,1,1,2,38.3,Moema,casa
3338,1,2,0,64.0,Tatuapé,apto
4079,3,1,0,53.1,Butantã,apto
6899,2,2,0,90.9,Pinheiros,casa
7597,1,1,1,56.3,Itaim Bibi,apto
4912,1,1,2,61.2,Butantã,casa
6021,2,1,2,52.8,Moema,casa
5959,2,2,0,63.5,Pinheiros,apto
4675,1,1,2,52.5,Vila Mariana,kitnet
6357,3,2,0,50.3,Butantã,apto
5406,1,1,1,66.5,Butantã,apto
5669,2,2,2,90.3,Tatuapé,apto
7290,2,1,2,62.9,Pinheiros,kitnet
8207,2,2,2,82.9,Pinheiros,kitnet
7229,3,1,1,72.4,Moema,casa
6184,3,1,1,81.7,Tatuapé,casa
5907,1,2,1,47.8,Pinheiros,casa
7306,2,1,1,55.9,Itaim Bibi,casa
3410,1,2,2,55.9,Tatuapé,casa
6733,2,1,1,70.9,Pinheiros,kitnet
7684,2,2,1,75.8,Pinheiros,kitnet
8839,2,2,1,62.5,Moema,apto
6291,1,1,0,77.5,Itaim Bibi,casa
5926,1,2,0,48.7,Itaim Bibi,kitnet
6764,1,1,1,77.7,Moema,casa
6042,1,1,1,80.3,Vila Mariana,apto
5984,2,2,1,73.5,Butantã,kitnet
9064,3,2,2,62.7,Moema,casa
5428,1,2,2,74.3,Vila Mariana,casa
6481,1,1,2,42.1,Moema,casa
5825,2,1,1,64.0,Pinheiros,apto
6966,3,1,2,66.0,Vila Mariana,casa
5469,1,2,2,33.4,Tatuapé,casa
3666,1,2,0,69.5,Butantã,kitnet
6727,2,2,1,35.0,Itaim Bibi,apto
6424,2,2,1,51.4,Itaim Bibi,apto
6046,3,1,2,60.8,Tatuapé,casa
6400,1,2,1,45.4,Pinheiros,kitnet
6685,1,2,0,61.7,Moema,casa
5147,2,2,0,61.3,Butantã,casa
6571,2,1,0,43.6,Pinheiros,kitnet
6105,3,1,0,71.4,Butantã,casa
7197,2,1,0,44.7,Itaim Bibi,apto
8545,2,2,2,105.8,Vila Mariana,kitnet
4633,1,2,1,57.8,Itaim Bibi,casa
4336,1,2,2,36.6,Butantã,apto
5847,3,1,2,40.3,Pinheiros,casa
6025,1,2,1,83.0,Pinheiros,kitnet
5834,2,1,1,51.8,Tatuapé,casa
4382,3,1,0,32.7,Butantã,casa
9726,3,2,2,77.1,Pinheiros,casa
3225,1,2,1,51.7,Tatuapé,kitnet
5425,1,1,2,73.1,Pinheiros,kitnet
6471,3,1,0,78.7,Tatuapé,apto
5592,3,2,0,65.5,Tatuapé,casa
6983,1,1,0,107.9,Pinheiros,casa
6475,2,1,2,25.5,Itaim Bibi,apto
4195,1,2,1,43.6,Butantã,kitnet
5503,3,2,0,54.9,Butantã,apto
8600,3,2,0,105.2,Pinheiros,casa
7192,1,2,1,96.0,Vila Mariana,apto
8665,2,2,2,85.8,Vila Mariana,apto
7162,2,2,2,44.1,Moema,kitnet
5279,1,2,1,46.4,Pinheiros,apto
4185,1,2,2,43.4,Butantã,apto
8406,3,1,0,44.3,Itaim Bibi,kitnet
9448,2,2,2,89.9,Itaim Bibi,kitnet
3635,1,2,0,55.1,Vila Mariana,apto
3979,1,1,1,57.8,Pinheiros,apto
5201,2,1,2,75.5,Butantã,kitnet
6486,3,2,2,26.7,Vila Mariana,kitnet
5005,2,2,0,61.1,Tatuapé,kitnet
5954,3,2,1,38.1,Butantã,casa
5683,2,1,0,54.1,Pinheiros,apto
7866,3,2,0,48.3,Pinheiros,kitnet
7635,3,2,1,47.2,Pinheiros,apto
6197,1,2,1,64.5,Pinheiros,apto
6749,1,2,0,64.4,Pinheiros,kitnet
6849,3,1,2,55.6,Itaim Bibi,casa
6154,3,2,1,67.4,Tatuapé,apto
3989,1,1,1,42.6,Butantã,apto
8191,2,1,1,73.6,Itaim Bibi,casa
4304,3,1,1,55.9,Butantã,apto
5801,3,1,0,50.3,Vila Mariana,kitnet
5444,1,2,1,44.1,Vila Mariana,casa
6337,3,1,2,55.2,Butantã,casa
7971,2,1,1,97.4,Vila Mariana,casa
7571,3,1,1,58.7,Pinheiros,casa
6165,1,1,2,37.1,Itaim Bibi,casa
8791,2,2,1,78.4,Itaim Bibi,kitnet
4056,1,2,0,50.6,Butantã,casa
5088,2,1,0,65.7,Butantã,casa
6172,1,1,2,47.9,Pinheiros,casa
8432,2,2,1,85.6,Itaim Bibi,apto
6135,3,2,1,48.2,Butantã,kitnet
8608,2,1,0,88.0,Itaim Bibi,casa
6640,1,2,0,39.0,Itaim Bibi,kitnet
5911,2,1,1,54.1,Butantã,kitnet
7763,3,2,0,63.4,Pinheiros,kitnet
7394,1,1,1,105.4,Moema,kitnet
5748,1,1,2,54.6,Vila Mariana,casa
6529,2,1,0,65.1,Pinheiros,kitnet
8334,3,1,0,98.1,Pinheiros,apto
7688,2,2,0,29.7,Itaim Bibi,kitnet
4934,1,1,1,44.1,Tatuapé,kitnet
5389,3,1,2,27.8,Tatuapé,casa
5432,1,2,1,71.9,Tatuapé,apto
5823,1,2,0,70.5,Pinheiros,apto
5314,1,1,0,100.3,Butantã,kitnet
8686,2,2,1,80.9,Moema,kitnet
7725,3,1,1,67.3,Pinheiros,apto
7692,1,1,0,87.2,Itaim Bibi,apto
9525,3,2,2,70.8,Itaim Bibi,kitnet
5743,1,1,0,50.8,Pinheiros,kitnet
6943,3,2,1,37.1,Vila Mariana,apto
5139,1,2,2,48.6,Pinheiros,casa
7642,3,2,1,59.2,Vila Mariana,apto
8192,2,1,2,63.5,Pinheiros,kitnet
5079,1,1,0,20.0,Itaim Bibi,casa
5968,1,2,2,55.6,Tatuapé,apto
5783,3,2,2,60.6,Butantã,apto
7905,2,1,2,71.0,Itaim Bibi,casa
5063,2,1,0,92.5,Tatuapé,kitnet
6915,3,2,0,63.7,Tatuapé,apto
6767,2,1,0,41.8,Pinheiros,kitnet
5430,2,1,2,23.6,Pinheiros,casa
6349,2,2,0,73.7,Tatuapé,kitnet
6799,1,2,1,42.6,Pinheiros,kitnet
6494,1,2,1,77.3,Pinheiros,apto
6842,1,2,2,87.9,Vila Mariana,apto
5460,2,2,2,29.1,Butantã,kitnet
6458,2,1,0,71.1,Moema,apto
9564,3,2,2,85.9,Itaim Bibi,apto
3300,1,1,0,20.0,Vila Mariana,kitnet
8071,3,2,0,42.9,Moema,kitnet
7051,3,2,1,34.4,Pinheiros,casa
7883,2,2,1,70.5,Itaim Bibi,apto
7025,2,2,2,68.3,Vila Mariana,casa
6902,1,1,2,20.0,Moema,kitnet
4662,1,1,1,54.0,Butantã,apto
5248,1,1,1,76.0,Tatuapé,casa
8169,2,1,0,63.0,Moema,apto
5056,2,1,2,62.9,Tatuapé,apto
5543,1,1,1,52.7,Itaim Bibi,apto
6279,1,1,2,38.8,Vila Mariana,kitnet
4699,1,2,1,59.7,Tatuapé,kitnet
6546,2,2,2,61.0,Butantã,apto
5659,3,1,2,72.3,Tatuapé,kitnet
8129,2,1,2,73.9,Moema,casa
4774,1,1,1,61.7,Pinheiros,kitnet
5608,1,1,0,81.9,Vila Mariana,kitnet
3757,1,2,0,52.5,Butantã,apto
4431,3,2,1,31.1,Tatuapé,kitnet
7344,3,2,2,69.5,Vila Mariana,casa
4941,1,1,2,62.5,Moema,apto
3270,1,1,0,69.9,Tatuapé,apto
4067,1,1,1,34.7,Tatuapé,kitnet
4867,1,2,0,74.2,Vila Mariana,casa
6266,3,2,1,54.2,Tatuapé,apto
6536,2,2,2,41.3,Moema,kitnet
5724,1,2,0,81.5,Butantã,apto
6346,3,2,0,38.0,Pinheiros,apto
7397,2,1,1,105.2,Pinheiros,casa
7659,3,1,2,47.7,Moema,kitnet
6980,1,1,0,94.4,Tatuapé,apto
6882,2,1,2,56.3,Itaim Bibi,apto
8330,2,2,0,91.6,Moema,casa
5284,2,1,1,45.3,Butantã,apto
5641,1,1,1,60.4,Moema,casa
5207,2,1,0,76.1,Pinheiros,apto
7616,3,2,2,73.2,Pinheiros,apto
7768,3,2,2,82.0,Butantã,apto
5334,1,1,2,50.3,Pinheiros,kitnet
5366,3,1,0,61.7,Butantã,kitnet
8478,3,2,1,85.0,Vila Mariana,casa
5232,1,2,2,45.9,Pinheiros,casa
5573,1,2,0,71.5,Vila Mariana,kitnet
4657,3,2,1,55.6,Tatuapé,apto
7180,1,2,1,64.1,Moema,casa
7234,1,2,1,61.7,Itaim Bibi,kitnet
5463,2,2,1,44.2,Tatuapé,kitnet
6327,2,1,2,54.8,Moema,apto
4933,2,2,0,62.9,Tatuapé,kitnet
4316,2,1,2,57.9,Butantã,casa
8847,3,1,2,91.5,Moema,kitnet
8891,3,2,0,80.2,Pinheiros,apto
6617,1,1,2,65.8,Moema,casa
4262,1,2,0,43.5,Vila Mariana,apto
4996,2,1,1,99.5,Butantã,kitnet
3957,2,2,2,39.8,Tatuapé,apto
6505,3,1,2,62.3,Tatuapé,kitnet
5360,2,2,1,67.2,Vila Mariana,casa
5163,1,2,2,53.8,Butantã,apto
6519,3,2,0,40.0,Pinheiros,apto
5004,1,2,2,44.3,Vila Mariana,kitnet
7654,3,1,1,49.1,Moema,apto
6724,3,2,0,45.8,Moema,casa
9369,3,2,0,86.6,Moema,apto
6536,3,2,0,59.8,Pinheiros,kitnet
4677,1,2,0,49.5,Vila Mariana,casa
6060,2,2,0,62.1,Pinheiros,kitnet
6552,2,2,2,73.4,Tatuapé,apto
7029,2,1,0,53.1,Moema,apto
4444,3,2,1,78.0,Tatuapé,casa
4641,2,1,2,34.6,Tatuapé,casa
6007,1,2,0,83.4,Itaim Bibi,kitnet
6022,3,2,2,59.8,Tatuapé,kitnet
5185,2,2,1,59.0,Tatuapé,kitnet
4603,3,1,0,46.1,Tatuapé,apto
4164,1,1,2,35.4,Tatuapé,apto
5176,3,1,1,26.7,Tatuapé,kitnet
4524,1,2,1,44.7,Vila Mariana,casa
6305,2,2,2,71.8,Vila Mariana,kitnet
7694,3,1,2,40.8,Itaim Bibi,casa
5236,2,1,2,29.0,Moema,apto
3573,1,1,2,41.8,Tatuapé,casa
7148,3,1,0,52.3,Vila Mariana,kitnet
6388,3,1,1,53.1,Moema,casa
3551,1,1,0,57.4,Tatuapé,apto
4646,1,1,2,80.7,Tatuapé,apto
6854,1,1,2,85.0,Tatuapé,kitnet
7173,1,1,1,100.1,Moema,kitnet
4141,2,2,1,27.5,Butantã,kitnet
3562,1,2,2,42.9,Tatuapé,apto
8527,3,2,0,74.0,Itaim Bibi,casa
6944,1,2,1,50.9,Itaim Bibi,kitnet
5008,2,1,2,77.2,Tatuapé,casa
6115,2,2,0,64.1,Butantã,casa
8164,2,2,2,91.6,Pinheiros,casa
5407,1,1,0,80.9,Butantã,apto
5774,2,1,2,81.2,Butantã,apto
4847,2,1,1,51.8,Tatuapé,kitnet
7771,2,2,2,58.1,Itaim Bibi,apto
7283,3,2,2,53.9,Tatuapé,apto
5089,2,1,1,29.9,Vila Mariana,casa
8890,2,2,2,89.4,Itaim Bibi,kitnet
5281,1,1,1,74.9,Vila Mariana,casa
4980,1,2,1,53.1,Vila Mariana,casa
6173,2,1,2,86.1,Tatuapé,casa
5477,2,2,0,47.4,Butantã,apto
6149,3,1,1,23.2,Moema,apto
8606,3,2,0,80.1,Moema,apto
4980,1,1,1,34.4,Pinheiros,kitnet
7169,2,2,2,56.1,Pinheiros,kitnet
4758,2,1,0,64.1,Pinheiros,apto
5491,1,2,1,67.7,Pinheiros,apto
4916,2,2,1,77.0,Butantã,apto
6175,2,2,2,71.6,Butantã,kitnet
5909,1,1,0,71.0,Itaim Bibi,casa
5529,2,2,0,44.2,Pinheiros,kitnet
5921,3,1,0,65.9,Pinheiros,casa
3974,1,1,1,29.9,Vila Mariana,kitnet
4938,2,1,1,91.2,Tatuapé,casa
6465,1,1,2,31.9,Moema,apto
6976,1,2,1,53.1,Moema,kitnet
5629,3,1,0,33.6,Vila Mariana,kitnet
7320,2,2,2,45.4,Itaim Bibi,kitnet
3678,1,2,0,60.3,Vila Mariana,kitnet
5616,2,1,1,49.4,Pinheiros,apto
7077,1,2,1,82.9,Itaim Bibi,apto
5134,2,1,0,64.5,Butantã,casa
5818,1,1,1,50.7,Pinheiros,apto
7680,2,2,1,57.3,Moema,casa
7491,2,2,0,78.2,Itaim Bibi,casa
4229,2,1,2,37.2,Butantã,casa
7222,1,2,1,46.4,Moema,casa
7118,1,1,2,69.5,Moema,kitnet
6314,1,1,0,67.1,Itaim Bibi,casa
7247,2,2,0,39.0,Pinheiros,casa
7112,2,1,2,75.0,Vila Mariana,apto
4913,3,1,1,42.2,Tatuapé,casa
6534,1,1,0,86.1,Itaim Bibi,apto
7279,1,1,2,70.6,Pinheiros,apto
5186,3,2,0,37.4,Tatuapé,casa
7502,3,1,1,49.4,Moema,apto
6513,3,2,2,49.1,Tatuapé,casa
5500,1,1,2,63.2,Butantã,apto
6618,1,2,2,55.9,Pinheiros,kitnet
4820,1,2,1,37.1,Butantã,kitnet
5625,1,1,0,32.1,Moema,apto
8873,3,2,0,71.0,Itaim Bibi,casa
8086,3,2,2,65.7,Moema,casa
8512,3,2,1,62.1,Vila Mariana,casa
6875,3,1,0,65.4,Itaim Bibi,casa
7876,2,2,2,47.6,Itaim Bibi,kitnet
6041,2,2,2,63.7,Pinheiros,casa
9145,3,1,0,110.8,Itaim Bibi,apto
8548,3,1,2,83.5,Itaim Bibi,casa
7436,2,2,1,54.2,Moema,apto
6159,3,2,1,49.5,Butantã,casa
3235,2,1,2,20.0,Tatuapé,apto
7418,2,1,0,81.4,Moema,apto
8287,3,1,0,75.7,Pinheiros,kitnet
6624,2,2,2,49.1,Itaim Bibi,apto
5458,3,2,1,31.4,Vila Mariana,kitnet
7395,2,2,0,36.9,Itaim Bibi,kitnet
4829,1,1,2,68.9,Tatuapé,casa
6167,1,1,0,58.2,Moema,kitnet
7833,2,1,2,73.8,Pinheiros,apto
6817,2,2,0,61.7,Itaim Bibi,apto
6465,2,1,1,79.3,Pinheiros,apto
7508,3,1,1,67.4,Moema,casa
5319,1,2,2,76.6,Butantã,casa
4672,1,2,1,20.0,Butantã,kitnet
3999,3,1,2,35.3,Butantã,casa
3626,2,1,0,52.7,Butantã,apto
4455,2,1,1,81.6,Tatuapé,kitnet
8150,1,2,2,97.6,Vila Mariana,kitnet
4610,2,2,0,56.7,Butantã,kitnet
7372,2,2,2,47.8,Itaim Bibi,casa
4808,1,1,2,77.3,Tatuapé,casa
6763,2,2,0,49.0,Pinheiros,kitnet
7577,2,2,2,119.2,Tatuapé,apto
6170,1,1,2,45.2,Moema,kitnet
4511,1,2,0,102.1,Butantã,apto
8387,3,2,1,75.0,Moema,casa
5801,3,1,0,39.4,Vila Mariana,apto
6046,2,2,1,64.6,Pinheiros,casa
6487,3,1,0,75.4,Butantã,kitnet
8973,3,2,1,55.5,Itaim Bibi,kitnet
5680,1,1,1,76.8,Pinheiros,kitnet
8570,2,2,1,76.3,Moema,apto
8770,3,2,2,71.9,Moema,apto
7608,1,1,2,59.7,Moema,kitnet
6422,3,1,0,36.5,Butantã,casa
4779,1,2,0,58.5,Pinheiros,apto
6021,1,2,0,63.5,Vila Mariana,kitnet
6518,2,2,2,22.5,Vila Mariana,casa
5325,2,2,0,63.4,Vila Mariana,apto
3982,1,2,0,58.1,Butantã,kitnet
3253,1,2,0,34.1,Butantã,casa
6694,2,2,2,53.3,Pinheiros,casa
3728,1,1,1,53.8,Tatuapé,kitnet
8299,3,2,2,98.6,Vila Mariana,casa
7102,3,1,0,64.4,Vila Mariana,casa
4705,1,2,1,80.7,Vila Mariana,casa
5050,2,1,1,57.6,Vila Mariana,apto
5512,1,1,0,22.5,Moema,apto
6646,2,2,2,73.4,Butantã,kitnet
5058,3,2,2,46.8,Tatuapé,apto
6946,1,2,0,53.3,Itaim Bibi,casa
7530,1,2,2,38.9,Moema,apto
5604,1,1,1,61.5,Pinheiros,apto
7233,3,2,1,81.3,Pinheiros,casa
6760,1,1,2,78.7,Vila Mariana,kitnet
8230,2,1,1,91.7,Vila Mariana,casa
5128,2,1,0,94.6,Butantã,apto
3931,1,2,2,20.0,Butantã,apto
5256,1,2,2,36.1,Butantã,apto
3307,1,2,0,23.8,Tatuapé,kitnet
4881,3,1,2,72.6,Tatuapé,apto
5939,3,2,1,46.1,Tatuapé,casa
6423,3,1,0,50.2,Moema,apto
5453,1,1,1,55.7,Itaim Bibi,casa
6447,2,1,2,67.7,Itaim Bibi,kitnet
7061,2,1,0,30.3,Itaim Bibi,casa
4477,3,1,2,34.8,Tatuapé,casa
6167,1,1,2,60.0,Pinheiros,apto
6214,1,1,0,59.5,Moema,kitnet
6762,2,1,0,44.2,Itaim Bibi,apto
5405,3,2,2,20.0,Tatuapé,casa
5082,1,1,1,79.1,Butantã,apto
5350,1,1,1,45.3,Moema,apto
4432,3,1,1,37.1,Butantã,casa
3687,1,2,1,25.7,Butantã,kitnet
6036,3,2,1,31.2,Vila Mariana,apto
6867,2,1,1,40.8,Moema,kitnet
5638,2,1,1,55.2,Tatuapé,casa
7550,3,1,1,35.8,Itaim Bibi,kitnet
7863,3,2,1,63.7,Itaim Bibi,apto
3207,1,2,2,55.1,Butantã,kitnet
7118,1,1,1,104.4,Moema,apto
6313,1,2,1,63.2,Moema,casa
6398,3,1,2,63.5,Butantã,casa
5749,2,2,1,39.4,Vila Mariana,apto
7144,3,1,1,61.9,Tatuapé,casa
6548,1,2,0,75.4,Pinheiros,apto
7485,3,2,0,61.9,Butantã,casa
7569,3,2,0,20.0,Moema,apto
4208,2,2,0,43.2,Tatuapé,apto
8125,3,1,2,89.5,Moema,apto
5988,2,2,2,78.2,Butantã,apto
5615,2,2,1,70.8,Tatuapé,apto
5137,2,1,1,84.7,Tatuapé,apto
3649,1,1,1,21.7,Pinheiros,casa
8511,3,2,2,75.9,Pinheiros,apto
8034,3,2,1,81.3,Moema,kitnet
4278,3,2,0,46.8,Butantã,kitnet
6480,3,1,1,112.6,Butantã,kitnet
4930,2,2,0,63.9,Tatuapé,casa
4307,3,2,2,20.0,Tatuapé,apto
6546,1,2,0,67.6,Moema,kitnet
6348,2,2,1,45.6,Vila Mariana,apto
6459,1,1,0,83.3,Pinheiros,casa
6500,1,1,2,71.0,Moema,casa
4898,2,2,1,48.0,Vila Mariana,kitnet
6041,2,1,0,90.0,Vila Mariana,casa
7988,3,1,2,78.8,Vila Mariana,kitnet
6515,2,1,1,43.4,Pinheiros,kitnet
5091,2,1,1,57.0,Tatuapé,casa
6071,2,1,0,70.3,Butantã,kitnet
8565,2,2,0,52.7,Itaim Bibi,apto
7513,3,1,2,53.3,Moema,kitnet
7611,1,1,1,60.7,Moema,apto
5052,2,1,1,38.7,Vila Mariana,kitnet
6616,2,2,2,20.0,Pinheiros,casa
5310,1,2,1,64.8,Tatuapé,kitnet
5231,2,1,2,40.1,Pinheiros,casa
4060,1,1,0,24.6,Moema,kitnet
3885,2,2,1,27.0,Vila Mariana,apto
7859,3,1,2,68.5,Vila Mariana,apto
9222,3,1,0,55.6,Itaim Bibi,apto
3939,1,2,0,54.8,Tatuapé,apto
5194,2,2,1,33.7,Tatuapé,casa
7094,1,1,0,46.9,Itaim Bibi,casa
5193,2,1,0,67.5,Butantã,apto
6948,2,1,0,59.0,Itaim Bibi,apto
5897,2,2,2,76.5,Tatuapé,apto
6909,3,2,0,79.3,Butantã,kitnet
7948,2,1,2,55.0,Moema,kitnet
4758,2,2,1,23.0,Butantã,apto
6788,1,1,2,44.9,Itaim Bibi,apto
3800,1,1,0,58.0,Tatuapé,apto
4760,3,2,2,44.5,Butantã,kitnet
4985,2,1,1,38.9,Tatuapé,kitnet
7714,3,2,2,61.4,Itaim Bibi,kitnet
8154,2,1,2,108.6,Vila Mariana,apto
5812,2,2,1,50.2,Butantã,casa
4286,2,1,2,59.9,Tatuapé,apto
5727,2,1,0,33.8,Itaim Bibi,kitnet
9243,1,2,1,84.9,Moema,casa
4861,1,1,1,77.5,Butantã,apto
6507,2,2,2,76.1,Pinheiros,kitnet
8457,2,2,2,87.2,Pinheiros,casa
4325,2,1,2,51.5,Tatuapé,casa
6282,2,2,2,54.0,Itaim Bibi,apto
8342,1,1,2,94.2,Itaim Bibi,apto
8146,3,2,2,72.7,Moema,kitnet
4357,2,2,1,20.0,Tatuapé,apto
3523,1,1,0,69.1,Tatuapé,apto
6017,2,2,2,48.4,Butantã,kitnet
5986,3,1,0,78.0,Tatuapé,apto
6074,3,2,0,68.2,Moema,casa
4361,1,2,2,25.2,Butantã,kitnet
6630,3,1,0,65.4,Pinheiros,casa
